ID,Issues Detected,Function Name,Demangled Name,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
245,9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"   98,    1,    1","   64,    1,    1","3,271",2.88,0.71,6.42,18
214,9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"   98,    1,    1","   64,    1,    1","3,258",2.88,0.71,8.77,18
226,9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"   98,    1,    1","   64,    1,    1","3,232",10.72,0.71,6.88,18
240,9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"   98,    1,    1","   64,    1,    1","3,195",4.19,0.72,7.02,18
53,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","19,167",19.55,4.87,74.11,20
23,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","19,106",19.97,4.88,74.47,20
38,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","18,967",19.65,4.92,75.15,20
87,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","13,756",11.52,3.37,64.89,20
72,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","10,688",9.31,4.36,62.88,20
117,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","10,685",11.2,4.36,62.85,20
102,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","10,492",9.44,4.44,65.27,20
190,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","8,902",5.5,2.6,37.89,20
134,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","7,025",5.73,3.31,60.76,20
204,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","6,875",5.6,3.37,62.71,20
148,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","6,766",5.63,3.43,49.75,20
176,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","6,764",6.14,3.44,49.83,20
162,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","6,734",5.47,3.45,49.88,20
235,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","5,152",4.16,2.24,32.78,20
249,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","5,093",4.32,2.27,39.79,20
221,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","4,908",4.32,2.36,34.15,20
46,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,872",2.69,0.01,0.34,20
12,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,859",2.56,0.01,0.86,20
36,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,993",2.56,0.01,0.86,20
151,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,984",2.56,0.01,0.39,20
219,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,981",2.56,0.01,0.68,20
61,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,965",2.59,0.01,3.77,20
51,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,926",2.66,0.01,0.92,20
174,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,926",2.56,0.01,0.52,20
100,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,917",2.94,0.01,0.4,20
179,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,916",3.74,0.01,0.58,20
90,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,915",2.56,0.01,0.58,20
7,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,911",2.59,0.01,1.79,20
120,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,907",2.59,0.01,0.8,20
137,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,900",2.98,0.01,1.3,20
21,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,898",2.59,0.01,0.49,20
66,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,894",2.59,0.01,0.78,20
247,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,888",3.65,0.01,1.11,20
229,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,864",2.56,0.01,0.85,20
224,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,855",2.59,0.01,1.08,20
26,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,851",2.59,0.01,4.19,20
132,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,851",2.56,0.01,0.74,20
70,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,848",3.65,0.01,0.48,20
105,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,845",3.74,0.01,0.94,20
243,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,844",3.33,0.01,0.96,20
85,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,841",2.62,0.01,0.95,20
216,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,841",2.69,0.01,1.58,20
165,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,836",2.59,0.01,0.74,20
188,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,833",3.23,0.01,0.73,20
17,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,832",3.01,0.01,0.37,20
75,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,832",2.59,0.01,0.39,20
207,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,831",2.59,0.01,0.5,20
124,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,827",3.01,0.01,0.89,20
146,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,827",2.59,0.01,0.38,20
184,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,827",3.62,0.01,0.76,20
95,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,825",2.59,0.01,0.51,20
170,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,824",2.56,0.01,1.34,20
198,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,824",3.36,0.01,1,20
238,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,823",2.59,0.01,0.59,20
110,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,821",3.68,0.01,0.52,20
2,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,819",3.65,0.01,0.4,20
233,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,817",3.65,0.01,1.19,20
142,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,816",2.56,0.01,0.56,20
31,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,812",3.65,0.01,0.42,20
156,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,812",2.59,0.01,0.91,20
212,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,812",2.59,0.01,1.13,20
193,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,811",2.56,0.01,0.59,20
41,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,809",3.68,0.01,0.44,20
57,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,807",2.98,0.01,0.82,20
115,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,803",2.59,0.01,2.43,20
128,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,803",2.59,0.01,0.6,20
160,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,801",2.56,0.01,0.39,20
202,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,800",2.56,0.01,1.7,20
80,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","2,793",3.26,0.01,0.6,20
3,9,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",NVIDIA GeForce RTX 2080 Ti,"   64,    1,    1","  512,    1,    1","94,912",68.06,3.83,8.77,48
220,12,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",NVIDIA GeForce RTX 2080 Ti," 2048,    1,    1","  512,    1,    1","58,980",45.18,40.84,38.85,38
234,12,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",NVIDIA GeForce RTX 2080 Ti," 2048,    1,    1","  512,    1,    1","57,904",42.94,41.59,39.57,38
